"activity" "subject.id" "feature" "count" "average.value"
"50" "LAYING" 10 "tBodyGyroJerk-mean()-Y" 198 -0.0397793980300505
"51" "LAYING" 10 "tBodyGyroJerk-mean()-Z" 198 -0.0573109579154545
"52" "LAYING" 10 "tBodyGyroJerk-std()-X" 198 -0.632505796969697
"53" "LAYING" 10 "tBodyGyroJerk-std()-Y" 198 -0.708431890757576
"54" "LAYING" 10 "tBodyGyroJerk-std()-Z" 198 -0.607442629772727
"55" "LAYING" 10 "tBodyGyroJerkMag-mean()" 198 -0.665691018181818
"56" "LAYING" 10 "tBodyGyroJerkMag-std()" 198 -0.714913442525253
"57" "LAYING" 10 "tBodyGyroMag-mean()" 198 -0.388314506775758
"58" "LAYING" 10 "tBodyGyroMag-std()" 198 -0.522604974987475
"59" "LAYING" 10 "tGravityAcc-mean()-X" 198 0.740684960252525
"60" "LAYING" 10 "tGravityAcc-mean()-Y" 198 -0.207161356161616
"61" "LAYING" 10 "tGravityAcc-mean()-Z" 198 0.108410428305944
"62" "LAYING" 10 "tGravityAcc-std()-X" 198 -0.964710125
"63" "LAYING" 10 "tGravityAcc-std()-Y" 198 -0.95504237949495
"64" "LAYING" 10 "tGravityAcc-std()-Z" 198 -0.927801700555556
"65" "LAYING" 10 "tGravityAccMag-mean()" 198 -0.357419738586162
"66" "LAYING" 10 "tGravityAccMag-std()" 198 -0.424185928311495
"67" "LAYING" 12 "fBodyAcc-mean()-X" 320 -0.578920210879375
"68" "LAYING" 12 "fBodyAcc-mean()-Y" 320 -0.523287078731563
"69" "LAYING" 12 "fBodyAcc-mean()-Z" 320 -0.7266403145
"70" "LAYING" 12 "fBodyAcc-std()-X" 320 -0.586922577889687
"71" "LAYING" 12 "fBodyAcc-std()-Y" 320 -0.553076639139062
"72" "LAYING" 12 "fBodyAcc-std()-Z" 320 -0.709983235125
"73" "LAYING" 12 "fBodyAccJerk-mean()-X" 320 -0.599109317756219
"74" "LAYING" 12 "fBodyAccJerk-mean()-Y" 320 -0.591296422972219
"75" "LAYING" 12 "fBodyAccJerk-mean()-Z" 320 -0.7754265825625
"76" "LAYING" 12 "fBodyAccJerk-std()-X" 320 -0.602960063359688
"77" "LAYING" 12 "fBodyAccJerk-std()-Y" 320 -0.579168053712969
"78" "LAYING" 12 "fBodyAccJerk-std()-Z" 320 -0.80858300040625
"79" "LAYING" 12 "fBodyAccMag-mean()" 320 -0.55928367746625
"80" "LAYING" 12 "fBodyAccMag-std()" 320 -0.65053328158
"81" "LAYING" 12 "fBodyBodyAccJerkMag-mean()" 320 -0.564239194378438
"82" "LAYING" 12 "fBodyBodyAccJerkMag-std()" 320 -0.571614888155312
"83" "LAYING" 12 "fBodyBodyGyroJerkMag-mean()" 320 -0.78990285099375
"84" "LAYING" 12 "fBodyBodyGyroJerkMag-std()" 320 -0.7973614576875
"85" "LAYING" 12 "fBodyBodyGyroMag-mean()" 320 -0.717311676745625
"86" "LAYING" 12 "fBodyBodyGyroMag-std()" 320 -0.719438065809375
"87" "LAYING" 12 "fBodyGyro-mean()-X" 320 -0.661246826087188
"88" "LAYING" 12 "fBodyGyro-mean()-Y" 320 -0.74479814778125
"89" "LAYING" 12 "fBodyGyro-mean()-Z" 320 -0.657369914584375
"90" "LAYING" 12 "fBodyGyro-std()-X" 320 -0.750393858303125
"91" "LAYING" 12 "fBodyGyro-std()-Y" 320 -0.7334567315
"92" "LAYING" 12 "fBodyGyro-std()-Z" 320 -0.70823315425
"93" "LAYING" 12 "tBodyAcc-mean()-X" 320 0.27360872421875
"94" "LAYING" 12 "tBodyAcc-mean()-Y" 320 -0.018337204411489
"95" "LAYING" 12 "tBodyAcc-mean()-Z" 320 -0.106649116775
"96" "LAYING" 12 "tBodyAcc-std()-X" 320 -0.583962207065
"97" "LAYING" 12 "tBodyAcc-std()-Y" 320 -0.522040023435
"98" "LAYING" 12 "tBodyAcc-std()-Z" 320 -0.699293531365625
"99" "LAYING" 12 "tBodyAccJerk-mean()-X" 320 0.070430311315625
"100" "LAYING" 12 "tBodyAccJerk-mean()-Y" 320 0.0053115377979375
"101" "LAYING" 12 "tBodyAccJerk-mean()-Z" 320 0.0003081123684
"102" "LAYING" 12 "tBodyAccJerk-std()-X" 320 -0.582418267596875
"103" "LAYING" 12 "tBodyAccJerk-std()-Y" 320 -0.571359817082031
"104" "LAYING" 12 "tBodyAccJerk-std()-Z" 320 -0.79262193625
"105" "LAYING" 12 "tBodyAccJerkMag-mean()" 320 -0.6300504918575
"106" "LAYING" 12 "tBodyAccJerkMag-std()" 320 -0.566365683597188
"107" "LAYING" 12 "tBodyAccMag-mean()" 320 -0.559586545675313
"108" "LAYING" 12 "tBodyAccMag-std()" 320 -0.5743864944925
"109" "LAYING" 12 "tBodyGyro-mean()-X" 320 -0.0628663472537188
"110" "LAYING" 12 "tBodyGyro-mean()-Y" 320 -0.0592027333975
"111" "LAYING" 12 "tBodyGyro-mean()-Z" 320 0.0960742146838125
"112" "LAYING" 12 "tBodyGyro-std()-X" 320 -0.727881704983125
"113" "LAYING" 12 "tBodyGyro-std()-Y" 320 -0.73506282621875
"114" "LAYING" 12 "tBodyGyro-std()-Z" 320 -0.671057678528125
"115" "LAYING" 12 "tBodyGyroJerk-mean()-X" 320 -0.0731134377315625
"116" "LAYING" 12 "tBodyGyroJerk-mean()-Y" 320 -0.043678823491875
"117" "LAYING" 12 "tBodyGyroJerk-mean()-Z" 320 -0.0574585039485312
"118" "LAYING" 12 "tBodyGyroJerk-std()-X" 320 -0.709726149496875
"119" "LAYING" 12 "tBodyGyroJerk-std()-Y" 320 -0.8112325993125
"120" "LAYING" 12 "tBodyGyroJerk-std()-Z" 320 -0.749351860259375
"121" "LAYING" 12 "tBodyGyroJerkMag-mean()" 320 -0.77729447821875
"122" "LAYING" 12 "tBodyGyroJerkMag-std()" 320 -0.7863865328125
"123" "LAYING" 12 "tBodyGyroMag-mean()" 320 -0.63166805889875
"124" "LAYING" 12 "tBodyGyroMag-std()" 320 -0.68485805678325
"125" "LAYING" 12 "tGravityAcc-mean()-X" 320 0.69922245131875
"126" "LAYING" 12 "tGravityAcc-mean()-Y" 320 0.029976775735
"127" "LAYING" 12 "tGravityAcc-mean()-Z" 320 0.0330295544910625
"128" "LAYING" 12 "tGravityAcc-std()-X" 320 -0.96738343446875
"129" "LAYING" 12 "tGravityAcc-std()-Y" 320 -0.9605729084375
"130" "LAYING" 12 "tGravityAcc-std()-Z" 320 -0.9468085636875
"131" "LAYING" 12 "tGravityAccMag-mean()" 320 -0.559586545675313
"132" "LAYING" 12 "tGravityAccMag-std()" 320 -0.5743864944925
"133" "LAYING" 13 "fBodyAcc-mean()-X" 327 -0.638817912651682
"134" "LAYING" 13 "fBodyAcc-mean()-Y" 327 -0.493467193137125
"135" "LAYING" 13 "fBodyAcc-mean()-Z" 327 -0.629736258731804
"136" "LAYING" 13 "fBodyAcc-std()-X" 327 -0.620602036452599
"137" "LAYING" 13 "fBodyAcc-std()-Y" 327 -0.462584458627829
"138" "LAYING" 13 "fBodyAcc-std()-Z" 327 -0.599036895271407
"139" "LAYING" 13 "fBodyAccJerk-mean()-X" 327 -0.66008217407156
"140" "LAYING" 13 "fBodyAccJerk-mean()-Y" 327 -0.603340489937615
"141" "LAYING" 13 "fBodyAccJerk-mean()-Z" 327 -0.710831730361468
"142" "LAYING" 13 "fBodyAccJerk-std()-X" 327 -0.649606227431844
"143" "LAYING" 13 "fBodyAccJerk-std()-Y" 327 -0.562129866937645
"144" "LAYING" 13 "fBodyAccJerk-std()-Z" 327 -0.744823539571865
"145" "LAYING" 13 "fBodyAccMag-mean()" 327 -0.589928108599083
"146" "LAYING" 13 "fBodyAccMag-std()" 327 -0.665344858593272
"147" "LAYING" 13 "fBodyBodyAccJerkMag-mean()" 327 -0.607295296423853
"148" "LAYING" 13 "fBodyBodyAccJerkMag-std()" 327 -0.617075473106453
"149" "LAYING" 13 "fBodyBodyGyroJerkMag-mean()" 327 -0.712054366504281
"150" "LAYING" 13 "fBodyBodyGyroJerkMag-std()" 327 -0.733183567759939
"151" "LAYING" 13 "fBodyBodyGyroMag-mean()" 327 -0.652225306544343
"152" "LAYING" 13 "fBodyBodyGyroMag-std()" 327 -0.691915161336391
"153" "LAYING" 13 "fBodyGyro-mean()-X" 327 -0.65864242140581
"154" "LAYING" 13 "fBodyGyro-mean()-Y" 327 -0.647152817899388
"155" "LAYING" 13 "fBodyGyro-mean()-Z" 327 -0.620471226529052
"156" "LAYING" 13 "fBodyGyro-std()-X" 327 -0.734657989051988
"157" "LAYING" 13 "fBodyGyro-std()-Y" 327 -0.650623558847401
"158" "LAYING" 13 "fBodyGyro-std()-Z" 327 -0.685774481529052
"159" "LAYING" 13 "tBodyAcc-mean()-X" 327 0.275895876198777
"160" "LAYING" 13 "tBodyAcc-mean()-Y" 327 -0.0176504796070948
"161" "LAYING" 13 "tBodyAcc-mean()-Z" 327 -0.109135285550765
"162" "LAYING" 13 "tBodyAcc-std()-X" 327 -0.624844460199083
"163" "LAYING" 13 "tBodyAcc-std()-Y" 327 -0.448816097853364
"164" "LAYING" 13 "tBodyAcc-std()-Z" 327 -0.587230562129052
"165" "LAYING" 13 "tBodyAccJerk-mean()-X" 327 0.0794393034550306
"166" "LAYING" 13 "tBodyAccJerk-mean()-Y" 327 0.00387961953328135
"167" "LAYING" 13 "tBodyAccJerk-mean()-Z" 327 -0.0123485923641621
"168" "LAYING" 13 "tBodyAccJerk-std()-X" 327 -0.638889532599083
"169" "LAYING" 13 "tBodyAccJerk-std()-Y" 327 -0.569700547488012
"170" "LAYING" 13 "tBodyAccJerk-std()-Z" 327 -0.728452966311927
"171" "LAYING" 13 "tBodyAccJerkMag-mean()" 327 -0.625466938809174
"172" "LAYING" 13 "tBodyAccJerkMag-std()" 327 -0.610248540269939
"173" "LAYING" 13 "tBodyAccMag-mean()" 327 -0.539871637249541
"174" "LAYING" 13 "tBodyAccMag-std()" 327 -0.597230982062691
"175" "LAYING" 13 "tBodyGyro-mean()-X" 327 -0.0562470618980061
"176" "LAYING" 13 "tBodyGyro-mean()-Y" 327 -0.0616613787494801
"177" "LAYING" 13 "tBodyGyro-mean()-Z" 327 0.098866059686422
"178" "LAYING" 13 "tBodyGyro-std()-X" 327 -0.715109859672783
"179" "LAYING" 13 "tBodyGyro-std()-Y" 327 -0.645728612088685
"180" "LAYING" 13 "tBodyGyro-std()-Z" 327 -0.643337285033639
"181" "LAYING" 13 "tBodyGyroJerk-mean()-X" 327 -0.0881182379434251
"182" "LAYING" 13 "tBodyGyroJerk-mean()-Y" 327 -0.0440836605146789
"183" "LAYING" 13 "tBodyGyroJerk-mean()-Z" 327 -0.0582718748712538
"184" "LAYING" 13 "tBodyGyroJerk-std()-X" 327 -0.715772980189602
"185" "LAYING" 13 "tBodyGyroJerk-std()-Y" 327 -0.718988591831804
"186" "LAYING" 13 "tBodyGyroJerk-std()-Z" 327 -0.712716428498471
"187" "LAYING" 13 "tBodyGyroJerkMag-mean()" 327 -0.712745036012232
"188" "LAYING" 13 "tBodyGyroJerkMag-std()" 327 -0.712056186747706
"189" "LAYING" 13 "tBodyGyroMag-mean()" 327 -0.581215403184709
"190" "LAYING" 13 "tBodyGyroMag-std()" 327 -0.636364939544342
"191" "LAYING" 13 "tGravityAcc-mean()-X" 327 0.709996516908257
"192" "LAYING" 13 "tGravityAcc-mean()-Y" 327 -0.0420858101162079
"193" "LAYING" 13 "tGravityAcc-mean()-Z" 327 0.0443010536786239
"194" "LAYING" 13 "tGravityAcc-std()-X" 327 -0.967268063455658
"195" "LAYING" 13 "tGravityAcc-std()-Y" 327 -0.953540716850153
"196" "LAYING" 13 "tGravityAcc-std()-Z" 327 -0.938727880275229
"197" "LAYING" 13 "tGravityAccMag-mean()" 327 -0.539871637249541
"198" "LAYING" 13 "tGravityAccMag-std()" 327 -0.597230982062691
"199" "LAYING" 18 "fBodyAcc-mean()-X" 364 -0.714227764615385
"200" "LAYING" 18 "fBodyAcc-mean()-Y" 364 -0.663659666593407
"201" "LAYING" 18 "fBodyAcc-mean()-Z" 364 -0.761229192087912
"202" "LAYING" 18 "fBodyAcc-std()-X" 364 -0.687850549203297
"203" "LAYING" 18 "fBodyAcc-std()-Y" 364 -0.632838238002747
"204" "LAYING" 18 "fBodyAcc-std()-Z" 364 -0.694874090513736
"205" "LAYING" 18 "fBodyAccJerk-mean()-X" 364 -0.750020077252747
"206" "LAYING" 18 "fBodyAccJerk-mean()-Y" 364 -0.744113444532967
"207" "LAYING" 18 "fBodyAccJerk-mean()-Z" 364 -0.833032083021978
"208" "LAYING" 18 "fBodyAccJerk-std()-X" 364 -0.742517893708791
"209" "LAYING" 18 "fBodyAccJerk-std()-Y" 364 -0.739197834642857
"210" "LAYING" 18 "fBodyAccJerk-std()-Z" 364 -0.860168954615385
"211" "LAYING" 18 "fBodyAccMag-mean()" 364 -0.697732862178571
"212" "LAYING" 18 "fBodyAccMag-std()" 364 -0.733904051236264
"213" "LAYING" 18 "fBodyBodyAccJerkMag-mean()" 364 -0.742323821887363
"214" "LAYING" 18 "fBodyBodyAccJerkMag-std()" 364 -0.750189976318681
"215" "LAYING" 18 "fBodyBodyGyroJerkMag-mean()" 364 -0.88466302260989
"216" "LAYING" 18 "fBodyBodyGyroJerkMag-std()" 364 -0.902206780607143
"217" "LAYING" 18 "fBodyBodyGyroMag-mean()" 364 -0.816286626730769
"218" "LAYING" 18 "fBodyBodyGyroMag-std()" 364 -0.789777674554945
"219" "LAYING" 18 "fBodyGyro-mean()-X" 364 -0.787757637521978
"220" "LAYING" 18 "fBodyGyro-mean()-Y" 364 -0.816385880247253
"221" "LAYING" 18 "fBodyGyro-mean()-Z" 364 -0.755926770686813
"222" "LAYING" 18 "fBodyGyro-std()-X" 364 -0.812175241332418
"223" "LAYING" 18 "fBodyGyro-std()-Y" 364 -0.759665554340659
"224" "LAYING" 18 "fBodyGyro-std()-Z" 364 -0.766381665384615
"225" "LAYING" 18 "tBodyAcc-mean()-X" 364 0.276324152142857
"226" "LAYING" 18 "tBodyAcc-mean()-Y" 364 -0.0172831546595266
"227" "LAYING" 18 "tBodyAcc-mean()-Z" 364 -0.108112251068681
"228" "LAYING" 18 "tBodyAcc-std()-X" 364 -0.694616884972527
"229" "LAYING" 18 "tBodyAcc-std()-Y" 364 -0.627117507326923
"230" "LAYING" 18 "tBodyAcc-std()-Z" 364 -0.701596039615385
"231" "LAYING" 18 "tBodyAccJerk-mean()-X" 364 0.077480921531044
"232" "LAYING" 18 "tBodyAccJerk-mean()-Y" 364 0.0128850449171841
"233" "LAYING" 18 "tBodyAccJerk-mean()-Z" 364 0.000848545124184616
"234" "LAYING" 18 "tBodyAccJerk-std()-X" 364 -0.734644450054945
"235" "LAYING" 18 "tBodyAccJerk-std()-Y" 364 -0.732969175274725
"236" "LAYING" 18 "tBodyAccJerk-std()-Z" 364 -0.847257765851648
"237" "LAYING" 18 "tBodyAccJerkMag-mean()" 364 -0.753904676895604
"238" "LAYING" 18 "tBodyAccJerkMag-std()" 364 -0.745212812708791
"239" "LAYING" 18 "tBodyAccMag-mean()" 364 -0.658370952115385
"240" "LAYING" 18 "tBodyAccMag-std()" 364 -0.689671890376374
"241" "LAYING" 18 "tBodyGyro-mean()-X" 364 -0.0373993798891484
"242" "LAYING" 18 "tBodyGyro-mean()-Y" 364 -0.0678200104982143
"243" "LAYING" 18 "tBodyGyro-mean()-Z" 364 0.0908402866868132
"244" "LAYING" 18 "tBodyGyro-std()-X" 364 -0.804533729046703
"245" "LAYING" 18 "tBodyGyro-std()-Y" 364 -0.777361713653846
"246" "LAYING" 18 "tBodyGyro-std()-Z" 364 -0.745612483131868
"247" "LAYING" 18 "tBodyGyroJerk-mean()-X" 364 -0.0944029581558242
"248" "LAYING" 18 "tBodyGyroJerk-mean()-Y" 364 -0.044169186546978
"249" "LAYING" 18 "tBodyGyroJerk-mean()-Z" 364 -0.0568482569002198
"250" "LAYING" 18 "tBodyGyroJerk-std()-X" 364 -0.842893477884615
"251" "LAYING" 18 "tBodyGyroJerk-std()-Y" 364 -0.884050472967033
"252" "LAYING" 18 "tBodyGyroJerk-std()-Z" 364 -0.83861466293956
"253" "LAYING" 18 "tBodyGyroJerkMag-mean()" 364 -0.859899942335165
"254" "LAYING" 18 "tBodyGyroJerkMag-std()" 364 -0.88856533728022
"255" "LAYING" 18 "tBodyGyroMag-mean()" 364 -0.714735668626374
"256" "LAYING" 18 "tBodyGyroMag-std()" 364 -0.775779058758242
"257" "LAYING" 18 "tGravityAcc-mean()-X" 364 0.716863248351648
"258" "LAYING" 18 "tGravityAcc-mean()-Y" 364 -0.01578199625
"259" "LAYING" 18 "tGravityAcc-mean()-Z" 364 0.0899901746593407
"260" "LAYING" 18 "tGravityAcc-std()-X" 364 -0.980138675796703
"261" "LAYING" 18 "tGravityAcc-std()-Y" 364 -0.969542030412088
"262" "LAYING" 18 "tGravityAcc-std()-Z" 364 -0.959434177692308
"263" "LAYING" 18 "tGravityAccMag-mean()" 364 -0.658370952115385
"264" "LAYING" 18 "tGravityAccMag-std()" 364 -0.689671890376374
"265" "LAYING" 20 "fBodyAcc-mean()-X" 354 -0.612641113666949
"266" "LAYING" 20 "fBodyAcc-mean()-Y" 354 -0.426398722000395
"267" "LAYING" 20 "fBodyAcc-mean()-Z" 354 -0.665006945724294
"268" "LAYING" 20 "fBodyAcc-std()-X" 354 -0.60314894923565
"269" "LAYING" 20 "fBodyAcc-std()-Y" 354 -0.381534028764124
"270" "LAYING" 20 "fBodyAcc-std()-Z" 354 -0.647515612457627
"271" "LAYING" 20 "fBodyAccJerk-mean()-X" 354 -0.652264226931438
"272" "LAYING" 20 "fBodyAccJerk-mean()-Y" 354 -0.557791286001412
"273" "LAYING" 20 "fBodyAccJerk-mean()-Z" 354 -0.732835648957627
"274" "LAYING" 20 "fBodyAccJerk-std()-X" 354 -0.634710081102825
"275" "LAYING" 20 "fBodyAccJerk-std()-Y" 354 -0.525907610282373
"276" "LAYING" 20 "fBodyAccJerk-std()-Z" 354 -0.760509114748588
"277" "LAYING" 20 "fBodyAccMag-mean()" 354 -0.560278889421186
"278" "LAYING" 20 "fBodyAccMag-std()" 354 -0.648306198707062
"279" "LAYING" 20 "fBodyBodyAccJerkMag-mean()" 354 -0.584571446817062
"280" "LAYING" 20 "fBodyBodyAccJerkMag-std()" 354 -0.597351046813729
"281" "LAYING" 20 "fBodyBodyGyroJerkMag-mean()" 354 -0.692638075749774
"282" "LAYING" 20 "fBodyBodyGyroJerkMag-std()" 354 -0.694680032329943
"283" "LAYING" 20 "fBodyBodyGyroMag-mean()" 354 -0.606970915061638
"284" "LAYING" 20 "fBodyBodyGyroMag-std()" 354 -0.635816314618644
"285" "LAYING" 20 "fBodyGyro-mean()-X" 354 -0.626445370827119
"286" "LAYING" 20 "fBodyGyro-mean()-Y" 354 -0.591039733449633
"287" "LAYING" 20 "fBodyGyro-mean()-Z" 354 -0.518444509491525
"288" "LAYING" 20 "fBodyGyro-std()-X" 354 -0.704481841200565
"289" "LAYING" 20 "fBodyGyro-std()-Y" 354 -0.567588605842655
"290" "LAYING" 20 "fBodyGyro-std()-Z" 354 -0.575002191142655
"291" "LAYING" 20 "tBodyAcc-mean()-X" 354 0.268425757926554
"292" "LAYING" 20 "tBodyAcc-mean()-Y" 354 -0.0175912993773164
"293" "LAYING" 20 "tBodyAcc-mean()-Z" 354 -0.108029145824294
"294" "LAYING" 20 "tBodyAcc-std()-X" 354 -0.60484669490339
"295" "LAYING" 20 "tBodyAcc-std()-Y" 354 -0.369336706508757
"296" "LAYING" 20 "tBodyAcc-std()-Z" 354 -0.634787346548023
"297" "LAYING" 20 "tBodyAccJerk-mean()-X" 354 0.079818125480791
"298" "LAYING" 20 "tBodyAccJerk-mean()-Y" 354 0.00220928707107345
"299" "LAYING" 20 "tBodyAccJerk-mean()-Z" 354 -0.00450611895602542
"300" "LAYING" 20 "tBodyAccJerk-std()-X" 354 -0.627098830685593
"301" "LAYING" 20 "tBodyAccJerk-std()-Y" 354 -0.527174601581921
"302" "LAYING" 20 "tBodyAccJerk-std()-Z" 354 -0.747362572898305
"303" "LAYING" 20 "tBodyAccJerkMag-mean()" 354 -0.619698756735028
"304" "LAYING" 20 "tBodyAccJerkMag-std()" 354 -0.588644307467599
"305" "LAYING" 20 "tBodyAccMag-mean()" 354 -0.517257429345412
"306" "LAYING" 20 "tBodyAccMag-std()" 354 -0.572325820319209
"307" "LAYING" 20 "tBodyGyro-mean()-X" 354 -0.0242488811785028
"308" "LAYING" 20 "tBodyGyro-mean()-Y" 354 -0.0789448418069209
"309" "LAYING" 20 "tBodyGyro-mean()-Z" 354 0.0856280628860452
"310" "LAYING" 20 "tBodyGyro-std()-X" 354 -0.684586332415254
"311" "LAYING" 20 "tBodyGyro-std()-Y" 354 -0.573677383024548
"312" "LAYING" 20 "tBodyGyro-std()-Z" 354 -0.52727797039661
"313" "LAYING" 20 "tBodyGyroJerk-mean()-X" 354 -0.094982179135
"314" "LAYING" 20 "tBodyGyroJerk-mean()-Y" 354 -0.0414356124141243
"315" "LAYING" 20 "tBodyGyroJerk-mean()-Z" 354 -0.0543001277610169
"316" "LAYING" 20 "tBodyGyroJerk-std()-X" 354 -0.698354145936441
"317" "LAYING" 20 "tBodyGyroJerk-std()-Y" 354 -0.684280685533898
"318" "LAYING" 20 "tBodyGyroJerk-std()-Z" 354 -0.636715878557062
"319" "LAYING" 20 "tBodyGyroJerkMag-mean()" 354 -0.684048497355932
"320" "LAYING" 20 "tBodyGyroJerkMag-std()" 354 -0.683503744537853
"321" "LAYING" 20 "tBodyGyroMag-mean()" 354 -0.516861235888701
"322" "LAYING" 20 "tBodyGyroMag-std()" 354 -0.580023613494576
"323" "LAYING" 20 "tGravityAcc-mean()-X" 354 0.628040637177966
"324" "LAYING" 20 "tGravityAcc-mean()-Y" 354 -0.0373059475847458
"325" "LAYING" 20 "tGravityAcc-mean()-Z" 354 0.10723075947935
"326" "LAYING" 20 "tGravityAcc-std()-X" 354 -0.958201862627119
"327" "LAYING" 20 "tGravityAcc-std()-Y" 354 -0.952506793418079
"328" "LAYING" 20 "tGravityAcc-std()-Z" 354 -0.940981537502825
"329" "LAYING" 20 "tGravityAccMag-mean()" 354 -0.517257429345412
"330" "LAYING" 20 "tGravityAccMag-std()" 354 -0.572325820319209
"331" "LAYING" 24 "fBodyAcc-mean()-X" 381 -0.707613779580052
"332" "LAYING" 24 "fBodyAcc-mean()-Y" 381 -0.611509042586877
"333" "LAYING" 24 "fBodyAcc-mean()-Z" 381 -0.65585899482231
"334" "LAYING" 24 "fBodyAcc-std()-X" 381 -0.664356691751496
"335" "LAYING" 24 "fBodyAcc-std()-Y" 381 -0.594676790059055
"336" "LAYING" 24 "fBodyAcc-std()-Z" 381 -0.655360521446194
"337" "LAYING" 24 "fBodyAccJerk-mean()-X" 381 -0.752245372493438
"338" "LAYING" 24 "fBodyAccJerk-mean()-Y" 381 -0.703641614506562
"339" "LAYING" 24 "fBodyAccJerk-mean()-Z" 381 -0.719655747391076
"340" "LAYING" 24 "fBodyAccJerk-std()-X" 381 -0.751378154304462
"341" "LAYING" 24 "fBodyAccJerk-std()-Y" 381 -0.688280461860892
"342" "LAYING" 24 "fBodyAccJerk-std()-Z" 381 -0.751628687821522
"343" "LAYING" 24 "fBodyAccMag-mean()" 381 -0.650121872273806
"344" "LAYING" 24 "fBodyAccMag-std()" 381 -0.705928425819685
"345" "LAYING" 24 "fBodyBodyAccJerkMag-mean()" 381 -0.696845583388451
"346" "LAYING" 24 "fBodyBodyAccJerkMag-std()" 381 -0.682447145993307
"347" "LAYING" 24 "fBodyBodyGyroJerkMag-mean()" 381 -0.795019165380577
